professor_name,school_name,department_name,post_date,student_star,student_difficult,comments,gender
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,11/09/2017,1,5,"Very boring, talked too quietly and too quickly. The other reviews are spot on.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/06/2016,1.5,5,He was my prof for calc 2. I am generally pretty good in math but struggled greatly in this class. I feel like I did learn the material and would have done great in any other professors class but he is an impossible grader taking points off for every minor detail. He also assigns online homework which is time consuming and not user friendly.,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/06/2016,1,5,"If you are bad in math do not take this professor. I struggled so hard, and I tried my best on the test and everything. I got a F on midterms. Also I am not a slacker and this is the first class i have been really bad with.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/18/2015,1,5,"Went to every class, wrote down every note, did every homework assignment and got a D.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/18/2015,1,5,"Worst professor I\'ve ever had. Very tedious grader, German accent, illegible hand writing, hard tests, and awkward. He\'s very passionate about calc and loves it but can\'t teach it. First D I\'ve ever received in a course. I do not recommend taking this course with this professor.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/18/2015,4.5,3,Calc isn\'t the easiest subject. The professor made it clear at the beginning of the semester that we were expected to take some time on our own and read the book and do the optional problems. He is really smart and passionate about calculus. He draws good diagrams with different colored chalks to explain some things.,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/04/2015,2,5,"Breezes through material, seems to spend more time on the simple stuff and jumps right trough harder material. Usually tries to start a new topic about 5 min before class gets out, which can be aggravating. Very strict grader if you have sloppy work it will kill you on the tests, and even the homework. But if you ask for help he will.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,12/09/2014,1.5,5,"Goes way too fast, skips steps and is difficult to understand with his German accent. His tests are EXTREMELY difficult. I am an adult learner who breezed through math in high school. I spent hours in the math lab having them teach me what I should have learned in class and even when I understood it the tests were so tough it didn\'t matter.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,02/11/2013,3,2,Nice guy. The class is primarily lecture. Homework load was very reasonable. Tests and final were very fair. He has a German accent and can be hard to understand at times.,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,12/10/2012,2.5,3,"If you don\'t already have a good understanding of college level math, DO NOT take him. The homework load is not bad at all, and if you do it and pay attention in class, you should be fine. He has a German accent, so it is hard to understand him for the first week or so. However, he is a nice guy and will make himself available to help you.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,05/25/2012,3,3,His teaching style is very structured and theory based with not a lot of examples so if you want a good understanding of the material I recommend dong all the homework from the book. His test questions are within reason but he is a strict grader! He is from Germany with an accent so understanding him maybe hard for some.,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,02/16/2012,3,4,Do Your Homework.,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,11/11/2011,2.5,1,He is a nice guy but a terrible teacher!!!!,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,11/07/2011,1.5,1,Easy as hell. Take him if you know most algebra/trig. I have never had a teacher as easy as him,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,04/20/2011,1,5,Never Take him. Not Clear & clover the topic before you understand it. Horrible in grading & cut so many points.,M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,01/04/2011,2.5,5,"Moves very fast. Not recommended if haven\'t taken math in awhile; best for those whom are fresh out of highschool or recent algebra. Frustrated easily b/c he\'s too smart to ""dumb it down."" Lots of homework if you want to keep up; most in-class notes are straight from the book, but he\'s picky about attendance. Willing to help outside of class.",M
Thomas  Dreyer,Hudson Valley Community College,Mathematics department,10/19/2010,1,5,Worst teacher Ive ever had. The class I was in went from 22 students to 4 students in about two weeks. Cannot understand and teaches way to fast. Drop the class asap.,M
Jack  Downs,Carroll Community College,English department,05/11/2011,5,1,"Jack Downs, who no longer teaches at Carroll, is an excellent teacher. The first day of class he asks everyone\'s weaknesses and then tailors his classes around that. He is also very encouraging and very funny. He is the best English teacher I have ever had. Great guy.",M
Jack  Downs,Carroll Community College,English department,11/06/2010,3,1,"I believe someone said he rambles... totally agree. And he\'s almost NEVER on topic. He seems cheerful and nice, but he can be so boring. I found myself constantly leaving around halfway through, unable to stand sitting there. The workload\'s easy though, leading to a satisfying grade.",M
Jack  Downs,Carroll Community College,English department,11/06/2010,4.5,1,"Great teacher, he\'ll plan his curriculum around the class\' weaknesses. Sometimes tends to ramble but he\'s more than willing to explain things to those who ask. Emails back quickly.",M
Jack  Downs,Carroll Community College,English department,10/20/2010,4.5,1,Very fun teacher. Class usually isn\'t on topic but is interesting. He is actually helpful when it comes to writing. He also takes advantage of blackboard with online postings and homework and clicker questions.,M
Jack  Downs,Carroll Community College,English department,05/28/2010,2,1,He is a very nice guy. Jokes are pretty bad. This class is so easy.,M
Jack  Downs,Carroll Community College,English department,05/13/2010,5,1,Amazing professor and super funny. He\'s the best teacher I have gotten at Carroll. All of the written assignments are really easy and he gives out a lot of extra credit. It\'s extremely easy to get an A in the course.,M
Jack  Downs,Carroll Community College,English department,04/23/2010,4,1,GREAT teacher. no my comp lab or exams or tests. we had to write 5 papers and do a couple workshops and that was it. one of the easiest classes i have EVER taken.,M
Jack  Downs,Carroll Community College,English department,01/29/2009,4.5,1,"Mr. DOwns is without a doubt the best professor I\'ve ever had. I got him for English 1 by pure luck and he was so good I signed up for him for English 2. He is extremely nice and helpfull and his work load is very light. Not to mention his personality is fantastic, makes English VERY funny!",M
Liliane  Weissberg,University of Pennsylvania,Literature department,07/21/2011,5,4,"Eccentric and brilliant. Balanced, interdisciplinary approach to the study of literature.(Looks like she could be a professor at Hogwarts.)",F
Hiroshi  Morita,Brooklyn College,Economics department,02/20/2016,1,5,"Hard to understand, confused not fair. grade cheap. don\'t take.",M
Hiroshi  Morita,Brooklyn College,Economics department,12/27/2014,4,1,Hes the best!,M
Hiroshi  Morita,Brooklyn College,Economics department,08/31/2014,1.5,2,has a terrible accent thats hard to understand. teaches off powerpoints and is very boring. read the book and youll be fine,M
Hiroshi  Morita,Brooklyn College,Economics department,05/30/2014,5,2,"Great professor. As someone else said, learn the formulas. He gives lots of examples in class, pay attention and do the work... Basically what a student is supposed to do... and you will get a good grade.",M
Hiroshi  Morita,Brooklyn College,Economics department,09/01/2013,3.5,2,"Very fair. Don\'t buy/rent the book. I never used it. Review his lecture notes and LEARN THE FORMULAS and you should do fine. Summer course consisted of 2 midterms, 1 hw, and 1 final. 1 midterm in class. The other midterm, the hw and final were take home.",M
Hiroshi  Morita,Brooklyn College,Economics department,01/08/2013,5,2,"Awesome professor! Easy workload, fair exams, and crystal clear lectures. What more can you ask?",M
Hiroshi  Morita,Brooklyn College,Economics department,12/30/2010,4,2,the best ECON　Prof in BC. Love him!!!,M
Hiroshi  Morita,Brooklyn College,Economics department,10/14/2010,5,1,only teach during summer and winter.I took couple bad Profs like H. Sardy for the others econ course. I know how good he is. Best of the best prof in BC Econ Department. Textbook is useless. DON\'T BUY IT. Just buy the code for doing the homework is good enough. Print out the power point and pay attention in class. I m sure you will be fine.Take him,M
Hiroshi  Morita,Brooklyn College,Economics department,10/14/2010,5,2,Great funny Prof. A very hard class and not easy to understand. He allow formula sheet. BUT YOU ALSO NEED TO STUDY HARD. Not a easy A. No Textbook. He make his own notes for student. STAT isnt easy but he make it clear. Highly recommended to take him for ECON 30.2 and ECON 20.1. I also wish he will teach ECON 10.1.,M
Hiroshi  Morita,Brooklyn College,Economics department,07/15/2010,4.5,2,Very good and Helpful Professor. Really care about his students!!! A+++ professor,M
Hiroshi  Morita,Brooklyn College,Economics department,07/15/2010,4.5,2,very good professor. Really care about his students! A A+++ professor.,M
Hiroshi  Morita,Brooklyn College,Economics department,01/25/2010,1.5,5,"Took this class in intersession. A very hard class and not easy to understand. He has a thick accent, but is very pleasant and is willing to go over the work until you understand it. He\'s fair grader, once he sees you put some effort in the class. He only teaches during winter & summer sessions.",M
Hiroshi  Morita,Brooklyn College,Economics department,07/26/2009,4.5,3,"He\'s great. Work is not easy but he is very clear with explaining. Took during the summer,had three exams. However he gives a practice exam that is identical to the exam and omg cheat sheet. Plus you dont have to buy a book!",M
Hiroshi  Morita,Brooklyn College,Economics department,03/28/2009,5,1,All I can say is this guy is great. Really helpful and clear,M
Daniel  Dronsick,Colorado Technical University Online,Computer Science department,12/17/2017,5,2,He\'s really a great guy. He actively participates in discussions and you can tell he really cares about his students.,M
Daniel  Dronsick,Colorado Technical University Online,Computer Science department,02/07/2016,5,1,The instructor does not expect you to be an IT professional. If you do the minimum length assigned for both the Individual Projects and the Discussion Board posts he will give you 100%.,M
Daniel  Dronsick,Colorado Technical University Online,Computer Science department,01/29/2009,4.5,1,"Super easy, if you do the length required for assignments, you get full points. The only thing I disliked was the assignments were mainly long powerpoint presentations.",M
David  Slauenwhite,Chattahoochee Technical College,Mathematics department,06/03/2010,1,4,"He means well, but he does not do well in a classroom setting. He tries helping after class if you ask, but it doesn\'t help. At all.",M
David  Slauenwhite,Chattahoochee Technical College,Mathematics department,03/21/2009,1,5,The teacher is anything but good looking. He wears the same shoes from walmart with the velcroe straps and shaved once all quarter. He doesnt drop any test grades and h/w is given every 3 days and due in 3. He assigned a online test and final on the same day.So 2 test in 1 day plus 4 H/W assingments.Terrible teacher and I would never suggest him!!!,M
David  Slauenwhite,Chattahoochee Technical College,Mathematics department,01/29/2009,5,1,Great teacher!!!,M
David  Downs,Wichita State University,Communication Sciences department,04/01/2010,2,4,"Quizzes are 10 questions & straight from the book. 2 tests are based off lecture and are not as ""clear cut"". 10 page research paper is about as fun as any 10-page research paper will be. Prof doesn\'t answer emails though- so if you have a question just ask after class.",M
David  Downs,Wichita State University,Communication Sciences department,01/07/2010,2.5,5,"Weekly quizzes are from the book. Midterm and Final were multiple choice- and not very clear. Research paper was a drag. Make sure you turn in the ""rough draft"" and you should do fine. Unlike previous reviewer, there was a 60% on the paper but most students got a B or C on it. He grades on a curve overall. Attend lectures and you\'ll get an A.",M
David  Downs,Wichita State University,Communication Sciences department,05/19/2009,1.5,3,"This instructor is very boring and really has no buisness teaching a deaf culture class. Also regardless how close you are to the next grade level he doesn\'t round up. For instance 89.5% is not an A. The papers he assigns is rediculious but I\'d suggest making sure to right it like any research paper, no one got better than about a 60% on it.",M
Cubby  Brown,Anne Arundel Community College (all campuses),Computer Science department,09/27/2013,5,1,"Professor Brown is excellent with all his students. He explains the computer world in layman\'s terms, making it easier to understand. He\'s concern will his students learning and applying the material. Works with his students!",M
Cubby  Brown,Anne Arundel Community College (all campuses),Computer Science department,09/11/2012,5,1,Mr. Brown is a excellent professor. He makes the course easy to understand and his classrooom/classwork are both in a tranquil enviorment. If you don\'t understand the world of computers a want to understand it Take his class. Test are will not scare away.,M
Cubby  Brown,Anne Arundel Community College (all campuses),Computer Science department,03/15/2012,5,3,"MR. BROWN, Knows the IT world very much...He was helpful and consern with all his students understanind the material in his class. I enjoyed the relax enviorment he creates in his classroom. I would take another class he would teach.",M
Cubby  Brown,Anne Arundel Community College (all campuses),Computer Science department,06/14/2010,5,3,MR. BROWN IS A VERY INTELLIGENT MAN THAT I ENJOYEDD LEARNING FROM. hE TOOK THE TIME TO MAKE SURE ALL THE STUDENTS UNDERSTOOD ALL THE MATERIAL. I WOULD DEFINATELY TAKE ANOTHER CLASS WITH HIM IF I COULD.,M
Cubby  Brown,Anne Arundel Community College (all campuses),Computer Science department,05/13/2010,4,2,I loved taking Mr. Brown\'s class i learned a lot from him. If you study in this class and complete all of your assignments you will pass. He also let\'s you know how well you are doing in the class after every test and assignment. Great teacher...will take his classes again. I highly recommend him.,M
Cubby  Brown,Anne Arundel Community College (all campuses),Computer Science department,12/12/2009,5,1,No Comments,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,01/13/2018,5,3,"Great class, I learned a lot. Excellent professor!",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/21/2016,5,3,Just had him for BHHS 103 online. There was a lot of coursework which included a lot of reading but the assignments were easy (granted you read the chapters). He gives great feedback and is a fare teacher! Would take him again given the opportunity.,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,12/28/2014,4.5,4,Professor Terzian was a great teacher. if you ask a question he answers promptly. He grades your work in a timely fashion. He provided good fed back to work posted by his students. I would definitely take him again..,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,08/23/2014,2.5,3,not very clear and way too much reading considering there were only 5 questions on weekly quiz. Did not see the importance of the questions. take someone else if you are trying to get an A,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/24/2014,3.5,3,"Every week there\'s a chapter to read, a 20 minute quiz (5 questions) that is due Friday 11:59pm, & a paper due Sunday by 11:59pm. We did have work to do but we did learn a lot also. Professor Terzian wants you to learn the material, so if you\'re ready to do the work, take his class. I did walk away with an ""A"", but I worked hard for it.",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/17/2014,4.5,3,"99% of this class is centered on taking insight of your life course & understanding it Therefore, you get your credits & 14 weeks of counseling! Professor Terzan is well-respected in his field, & I\'m glad I had the chance to learn from him. We had a chapter, a quiz, & a paper every week, so be ready to think. Terzian is a high quality professor.",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/15/2014,2,4,"I was really interested in this course & I learned a lot about myself. If you\'re not ready to dig deep into self-reflection, then this class, with THIS instructor in not for you. We had a chapter to read, a quiz, and a paper every week....I was busy!",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/29/2013,4.5,2,He was amazing. He was very fair and the class was interesting. He was extremely helpful and understanding. The assignments werent too hard and as long as you read the book you can pass the class with an easy A. I highly recommend him. taking this class has enhanced my interest in the field of study.,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,11/22/2011,1.5,3,No passion for is work. He just goes through the motions and does not engage.,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,11/04/2011,3,3,"Nice guy overall,but not for someone entering the helping profession. His ideas contradict the 12 step recovery program and challenge the existence of a higher power which the 12 step program is dependant then tries to make everything a religious debate. This teacher is much older than the other professors and his ideas are outdated and far fetched",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,05/17/2011,4.5,2,You can get a good grade if you do the work!,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/23/2011,5,3,"I loved this class. Dr. Terzian is an excellent professor. He presented fascinating information, which really made me me think.",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,04/09/2011,5,3,The best professor.,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,12/14/2010,4.5,3,"dr aram is the best professor. he pushes you to do better and want better. his lectures really make you think about our world and what to look forward to,",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,03/06/2010,5,2,"Very good teacher. Homework, forums and tests are reasonable. Highly recommend this class with this teacher. You will learn a ton.",M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,12/20/2009,5,1,I had this professor for the Crisis Intervention online class. He is simply the best teacher at CCP. Greatly Recommended! A fun and easy class.,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,10/16/2009,5,4,He is one of the best teachers i have ever had. He is a very intelligent man and is very patient and fair. I had him for Helping Skills and I have him again. He is just really great.,M
Aram  Terzian,Community College of Philadelphia,Behavioral Sciences department,01/26/2009,5,4,"Awesome Professor, awesome class! The class is slow moving but you will learn alot and really get into some heavy topics. Great course, do your study questions and you will pass, alot of writing but worth it!",M
Caroline  Hanley,University of Massachusetts,Sociology department,12/07/2014,1.5,5,"This class was brutal, three books you have to read the tests have nothing to do with the lectures only what is in the books but she makes it seem like lectures are important. The tests ask for the most minuscule facts from the books. The worst part is that she doesn\'t tell you that you need to know these facts or that the test is based on the book",F
Caroline  Hanley,University of Massachusetts,Sociology department,05/14/2014,1.5,5,"3 (4 page) essays, 2 tests worth 20% each. essays are annoying because you don\'t know what she wants (use key terms from class!!) and tests are very short (~25 questions) so if you only get a couple wrong its a low grade. not an easy A gen ed",F
Caroline  Hanley,University of Massachusetts,Sociology department,05/13/2014,1.5,5,"Caroline is a very nice woman that TRIES to help but she is an awful professor. The TAs do not really help, Tiamba is the absolute worst. I worked my butt off in this class and did all my work and went to class and still got a B. Papers are so unclear its not even funny. Never take this class, she\'s nice and cute but she can\'t teach...",F
Caroline  Hanley,University of Massachusetts,Sociology department,05/09/2014,2,5,Terrible class. Hanley is useless and so are the TAs. They offer absolutely no guidelines for completing the papers and won\'t help if you go to office hours. Tests are easy which helps boost grade but the papers were ridiculous. The material is easy but this class is not an easy A and not an easy Gen Ed. Really wish I didn\'t take it.,F
Caroline  Hanley,University of Massachusetts,Sociology department,05/05/2014,3,4,"While her lectures are clear and interesting and the subject matter itself is very interesting, this class is more work than a Gen-Ed should be. She is a tough grader. I put a lot of effort into the class and thought my papers were A or B worthy but instead ended up with C\'s. I wouldn\'t say don\'t take this class, but just know it\'s very difficult.",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/29/2014,1,3,"I\'ll be honest, this class is a joke. I hardly ever went and got decent grades on all my papers. I\'m actually interested in Sociology which is the sad part, as I didn\'t learn anything even remotely new in the module.",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/29/2014,1.5,5,Please Stay away from this class!!!! Worst class/professor I have taken since I got to UMASS. Super stressed out attempting to write the essays that has no rubric!Professor does not explain anything at all. If you\'re not a sociology major please dont take the class or just take it with another professor. I am a bio major and Regret taking this clas,F
Caroline  Hanley,University of Massachusetts,Sociology department,04/25/2014,1,4,"Like everyone else said, essays without a rubric leaves you in no mans land. Boring lectures. Interesting material though. You have to want to learn this. Definitely not a good GE. Another professor can utilize the material better. TAs are great though. Especially Manuel. Honest and straight forward. Don\'t take this with Caroline though.",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/24/2014,1,5,"Terrible class. You\'ll be graded on a rubric for essays that you are not given. It\'s not hard to figure out what you need to include but you are marked off for NOT using what she wants. That would be okay if you could right more than 4 pages. It\'s ridiculous amount of work for a gen ed. Never take it, especially with her.",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/23/2014,1,5,"This class sucks, do not take it. 3 papers, midterm and a final each 20%. She does not give us the rubric she grades us with. No laptops or cell phones AT ALL. Lots of reading. She is a nice lady but cannot teach. If you are not a sociology major, DO NOT TAKE THIS CLASS.",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/11/2014,4.5,2,"The last 6 reviews a bit harsh on professor Hanley. While yes she has a no phone or laptop usage during her class, she tries to be nice person. Essays are a bit ambiguous on topic but aren\'t super hard. Only 3 essays at 4 pages max. For the exams if you do the readings then you should do fine on them. There\'s 50-75 pgs of reading per week.",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/03/2014,1,5,Absolute worst professor I\'ve had. Tests aren\'t fair even if you study. Essays are ridiculously ambiguous and she grades you on a rubric she doesn\'t let you see. She also interupts the class a hundred times to tell people to stop texting.. It\'s annoying and disrupts me more than the people texting. Absolutely would not recommend this professor.,F
Caroline  Hanley,University of Massachusetts,Sociology department,04/02/2014,1,5,"She\'s awful. The lectures do absolutely nothing as far as informing you for the essay assignments, while she asks unbearably specific analytical questions about characters in the books on the exams. AVOID",F
Caroline  Hanley,University of Massachusetts,Sociology department,04/01/2014,1,5,"She is an absolute mess. Freaked out when we asked to see the rubric she was using to grade us- avoid her- she\'s crazy! The exam questions are from the reading but they\'re made to trick you and confuse you- instead of asking principles and concepts, she asks questions about characters from the book!!! Stay away from her",F
Caroline  Hanley,University of Massachusetts,Sociology department,03/31/2014,1,5,Terrible. She doesn\'t seem like she knows what she talks about and strays from students questions into asking them what they think about the sociological imagination is without really giving us a definition of it. I understand that we must formulate our own sociological imagination but her prompts have no way for us to show that and no solid rubric,F
Caroline  Hanley,University of Massachusetts,Sociology department,03/26/2014,1,4,There is a lot of reading. The exams are near impossible. It\'s like she is trying to fool her students. She grades the papers based on a rubric that she doesn\'t give us. Ridiculously challenging for a gen ed low level course. Avoid her at all costs.,F
Caroline  Hanley,University of Massachusetts,Sociology department,03/25/2014,1.5,4,Very difficult to understand and very pushy about class rules. I only take notes on my laptop and she refuses to let me take my notes on my laptop and i got a bad grade because of it.,F
Caroline  Hanley,University of Massachusetts,Sociology department,01/29/2009,4,2,"Friendly teacher, workload isn\'t too bad, and she takes attendance, I had her for both soc 213 and 320 and the workload is about the same. Definitely a recommendation.",F
Bashar  Hamza,West Virginia University,Computer Science department,09/22/2011,4.5,3,I loved prof bashar so much!!!!!!!! Twas a great experience. He\'s as good of a professor as he is looking.,M
Bashar  Hamza,West Virginia University,Computer Science department,03/09/2011,5,2,THE BEST TEACHER EVER. EXTREMELY HELPFUL,M
Bashar  Hamza,West Virginia University,Computer Science department,04/21/2009,5,3,The class on its own is not hard at all but gets really busy sometimes. I\'m probably going to get a B in this class but it\'s just because I didn\'t do well on a couple of hw assignments. Though bashar helped me a lot. Getting hold of him for help wasn\'t a problem for me at all. The hw\'s that he assigns are so similar to his exams.,M
Bashar  Hamza,West Virginia University,Computer Science department,01/29/2009,4.5,3,No Comments,M
Angela  Seay,Northcentral University,Education department,02/17/2010,1,5,She does not seem interested in her students. Will not answer emails. Slow grade return. You have to telephone her before she responds.,F
Angela  Seay,Northcentral University,Education department,01/24/2010,1.5,5,"Slow to return work, few comments on assignments, did no favors preparing for dissertation",F
Angela  Seay,Northcentral University,Education department,01/29/2009,3,3,No Comments,F
Deborah  Washington,California State University Dominguez Hills,Health Science department,08/26/2009,5,1,"Great teacher. Very helpful,and funny. Books are a must for her class and attendance is mandatory because she takes roll(just like in high school). She has a lot of group assignments so if you miss class, you lost out on group points.",F
Deborah  Washington,California State University Dominguez Hills,Health Science department,05/30/2009,5,1,Professor Washington is nice. She tells us what is on the exams and there are no surprises. I feel bad for her because she lost her husband in the middle of the semester. Easy class=A,F
Matthew  Jennings,Baker College,Mathematics department,02/23/2010,1,3,He has no patients for students with any type of disability. He went too fast and was asked to slow down and wouldn\'t. I was not impressed at all.,M
Jason  Hicks,Louisiana State University,Psychology department,12/03/2016,4,5,"BEWARE UNDERGRADS, this is a graduate level class and is definitely something to schedule in a lighter-load semester. this is conceptually-based stats! Homework takes days, and is handed out weekly. The tests do assess the material though. Hicks is a great professor, but he will go thru material fast. MAKE FRIENDS & DO HMWK TOGETHER!!!",M
Jason  Hicks,Louisiana State University,Psychology department,12/16/2015,2.5,5,"I enrolled in this class because I enjoyed my last statistics class and I am good at math. This class is heavily based in theory. I have never worked so hard in a class, took me days to do homework. Tests are tricky and will combine multiple concepts. He lectures in a technical way and it is very easy to get lost. Study guides are very broad.",M
Jason  Hicks,Louisiana State University,Psychology department,05/11/2015,4.5,2,"If you attend every lecture and actually pay attention, it should not be hard to make an A or B. You have to really read the textbook because many concepts from the textbook and not from the lecture will appear on the exam. He grades fairly and gives extra credit. He\'s really clear when he lectures and allows for discussion if needed.",M
Jason  Hicks,Louisiana State University,Psychology department,02/26/2015,5,3,Makes what could be a boring class and material easy to understand and pay attention to. No study guide was a bummer,M
Jason  Hicks,Louisiana State University,Psychology department,03/29/2012,3.5,5,very hard class. not just scantron test. lots of short answers.. one of the hardest classes ive taken at LSU ..,M
Jason  Hicks,Louisiana State University,Psychology department,12/13/2011,4,5,This was one of the most difficult classes I\'ve taken in my undergraduate career. I made an A but it wasn\'t achieved easily. He is very picky about the information he wants you to know and is a tough grader. It\'s not impossible to make an A in his class (because he has HUGE curves) but you have to work very hard. Still learned a lot though.,M
Jason  Hicks,Louisiana State University,Psychology department,01/29/2009,4,5,"The tests (3) were hard, wtih fill in the blank, essay and a few mc. The quizzes were so hard and given weekly. Thats what killed my grade. But, I went to every class and studied but I didnt realize how hard the first test would be and got a 62. the rest of mine were C\'s but my final grade was a 69 and I needed a 69.5 and he did not give it 2 me.",M
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,02/14/2018,5,5,"Ms. Hunt is an amazing instructor who truly loves the Spanish language and teaching it to her students. However, she has zero tolerance for laziness or slacking off. But if you genuinely need her help, she will do everything she can for you. Show up, pay attention, study, and put in the effort she expects, and you\'ll do fine in her class.",F
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,07/24/2017,1,3,"I would definitely not take this course again. When I signed up for it, the class said online only however, the final had to be taken in person.",F
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,12/27/2010,2,4,"She is not that great of a teacher. She can be really mean at times, but it\'s usually only when you don\'t do what she says. Spanish is really not that hard but she does absolutely nothing to help. She spends so much time talking about her life (as if anyone cares) that we barely learn anything in class. But it\'s not hard to pass.",F
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,09/14/2010,1,5,This teacher is SOOO horrible. She talks about things other than Spanish for not just 10 minutes but for 45. She yelled at me for going to the bathroom which is ridiculous. I am an adult and should be able to go to the bathroom when I want too. It is a 2 1/2 hour class for gods sake! I can\'t believe this teacher is still allowed to teach ANYWHERE!,F
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,05/19/2009,4,4,Mrs. Hunt is a no nonsense teacher but if you actually study and give a good effort this is not a hard class and she will work with you if you need it. This is not an easy course so be ready to study.,F
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,02/02/2009,1,5,Horrible teacher. I completely agree with the person up top.,F
Rosemary  Hunt,Technical College of the Lowcountry,Languages department,01/29/2009,1,5,This teacher is HORRIBLE! She is completely useless and gets mad when you get up and go to bathroom. She has a major attitude and you can barely understand her. Instead of attempting to teach us spanish she needs to finish learning English.,F
David  Precopio,Lesley University,Economics department,09/06/2010,5,4,I just saw the previous comment and feel I needed to write about my thoughts. I think the professors did a great job. He made economics interesting.,M
David  Precopio,Lesley University,Economics department,09/05/2010,4.5,4,NA,M
David  Precopio,Lesley University,Economics department,02/28/2009,2,1,"I swear this dude is stupid, he\'s wasting his time. Don\'t take this class, there\'s nothing serious about it. He might know something about economics but he doesn\'t let it show",M
Sharon  Mullane,Keiser University,Criminal Justice department,08/12/2011,5,1,"AWSOME!!!! WHEN I HAD HER SHE TOOK US TO THE COURTS IN BROWARD COUNTY, WE ALL GOT TO MEET WITH HER FRIEND ""HELP ME HOWARD"" AT HIS OFFICE. VERY CLEAR, UNDERSTANDING, AND COOL TEACHER. HER CLASS CONSISTS OF DEFINITIONS, BRIEFING CASES, AND AN EASY MIDTERM AND FINAL. JUST PAY ATTENTION AND YOU WILL BE FINE! JUST MAKE SURE YOU READ BOOK BEFORE CLASS.",F
Sharon  Mullane,Keiser University,Criminal Justice department,01/26/2010,5,1,"Mrs. Mullane is awsome, you have to pay really good attention to what she says because she has alot of experience in the criminal justice field..... Sometimes she gets boring but she plays along if you make a joke or two, she\'s really nice!",F
Sharon  Mullane,Keiser University,Criminal Justice department,06/19/2009,3,3,she ok,F
Heather  Shotton,University of Oklahoma,International Studies department,09/06/2012,5,2,"Dr. Shotton teaches courses that are extremely relevant to American Indian students. She\'s a great educator and provides insight to many contemporary issues that desperately need to be addressed in Indian Country. While she is very pretty, she\'s much more than a ""cougar,"" and students interested in Native American Studies will benefit greatly!",F
Saeed  Hamdan,Gwinnett Technical College,Biology department,01/03/2017,1,4,"This is the first time I\'ve ever been in a class and afraid to ask a question because of his ""jokes"" when you answer incorrectly. He told me I should consider carpentry when I answered something wrong in lab... in front of everyone! His accent is hard to understand & also he didn\'t show up for lecture one day and the next class was a test day.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,11/17/2015,5,2,"He was a doctor, so he really knows his stuff in this class! He\'ll knit subjects together rather than simply go after a powerpoint, which really helps you UNDERSTAND the material rather than memorize. Fair grader and always willing to help students. He is an awesome teacher.",M
